Ensembl Gene ID	Gene Symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000273599	ENSG00000273599	-1.11829502811703	0.0174967157384528	IGT_vs_T2D	NA	NA	NA	NA	NA	ZRANB1	TMEM63C
ENSG00000231119	ENSG00000231119	-1.07023567469965	0.00700482843011651	IGT_vs_T2D	HSALNG0130534	anti_sense	Q90	hsa-miR-4290,hsa-miR-6791-5p,hsa-miR-6803-5p	Sex hormone-binding globulin measurement,Platelet component distribution width,-	NCOA3	CHRFAM7A
ENSG00000286345	ENSG00000286345	-1.64391775181871	0.0132518338215913	IGT_vs_T2D	HSALNG0143254	integenic	Not conserved	NA	-	KBTBD3	ONECUT1
ENSG00000235026	DPP10-AS1	-1.05907586073338	0.0445816604629326	IGT_vs_T2D	HSALNG0018139	intronic_antisense	Q50	hsa-miR-4472,hsa-miR-6813-5p	Corneal endothelial cell measurement,-	SLC35F5	CEL
ENSG00000226702	MIR217HG	-2.22874799873788	7.45225895174535e-5	IGT_vs_T2D	HSALNG0015059	integenic	Q90	hsa-miR-619-5p	Bmi-adjusted waist circumference; Body height; Bmi-adjusted hip circumference,Bmi-adjusted waist circumference,Systolic blood pressure,Pulse pressure measurement,Serum albumin measurement,Bmi-adjusted hip circumference,Vital capacity,Body height; Bmi-adjusted hip circumference,Macula measurement,Optic disc size measurement,Fev/fec ratio,Pelvic organ prolapse,Protein measurement,Fev/fec ratio; Response to bronchodilator,-	EFEMP1	LRG1
ENSG00000260918	ENSG00000260918	-1.30253960900703	0.0257426057760117	IGT_vs_T2D	HSALNG0034237	integenic	Q75	NA	NA	GABRB1	RPRM
ENSG00000255027	ENSG00000255027	-2.29438788218938	0.0102207028470532	IGT_vs_T2D	HSALNG0087977	anti_sense	Q50	NA	Cerebral amyloid deposition measurement,-,Age at onset	PUS3	GLULP4
ENSG00000265204	ENSG00000265204	-2.03190537490044	0.0487817780645309	IGT_vs_T2D	HSALNG0120485	anti_sense	Not conserved	hsa-miR-4443	-	OSBPL1A	IQCF2
ENSG00000257517	ENSG00000257517	-1.84143628742876	0.0292889048073837	IGT_vs_T2D	HSALNG0094230	anti_sense	Q50	hsa-miR-370-3p,hsa-miR-4710,hsa-miR-6089,hsa-miR-6758-5p,hsa-miR-6797-5p,hsa-miR-6816-5p	Blood urea nitrogen measurement,Pr interval,Electrocardiography,Fev/fec ratio; Urate measurement,Sleep quality,Forced expiratory volume; Vital capacity,Endometrial carcinoma,Methadone dose measurement,Systolic blood pressure; Diastolic blood pressure; Mean arterial pressure,Electrocardiography; Pr interval,Qrs duration,Asthma exacerbation measurement,Hypertrophic cardiomyopathy,Hemoglobin measurement; Hematocrit; Advanced glycosylation end product-specific receptor ligand measurement; Red blood cell density measurement; Erythrocyte count,Systolic blood pressure,Eye morphology measurement,Mean platelet volume,Qrs duration; Qrs amplitude; Pr segment; Qrs complex,Electrocardiography; Qrs amplitude; Left ventricular structural measurement; Qrs complex,Balding measurement,Cardiovascular disease,Hematocrit,Fev/fec ratio,Bmi-adjusted waist-hip ratio,Waist-hip ratio,Nose morphology measurement,Facial morphology measurement,Adolescent idiopathic scoliosis,Gait imbalance,Polychlorinated biphenyls measurement,Visual perception measurement,Hair colour measurement,Forced expiratory volume,Serum gamma-glutamyl transferase measurement,Vital capacity,Tyrosine measurement,Empathy measurement,Serum gamma-glutamyl transferase measurement; Bilirubin measurement,Qrs amplitude; R wave amplitude,Periprosthetic osteolysis; Disease progression measurement,-	SDSL	OR4N5
ENSG00000228643	ENSG00000228643	-1.24025348602915	0.0177832844310916	IGT_vs_T2D	HSALNG0012362	integenic	Not conserved	NA	NA	ACP1	CLCNKB
ENSG00000287590	ENSG00000287590	-2.895505792094	0.0394448646105466	IGT_vs_T2D	HSALNG0064353	integenic	Q75	hsa-miR-5581-3p,hsa-miR-6089,hsa-miR-6762-5p,hsa-miR-8485	Uterine fibroid; Alkaline phosphatase measurement,Alkaline phosphatase measurement,-	MBOAT4	CYP4F8
ENSG00000289314	ENSG00000289314	-1.13079305864404	0.00694646900673517	IGT_vs_T2D	HSALNG0037610	anti_sense,sense	Not conserved	NA	NA	HHIP	LPA
ENSG00000230737	ENSG00000230737	-2.15979271253263	0.0316503527595338	IGT_vs_T2D	HSALNG0013940	anti_sense	Not conserved	NA	NA	YPEL5	RNU1-14P
ENSG00000263724	DLGAP1-AS3	-2.28776644724075	0.0488720618983469	IGT_vs_T2D	HSALNG0119722	anti_sense	Q75	hsa-miR-619-5p	Igfbp-3 measurement,Lysophosphatidylcholine 20:3 measurement,-	TGIF1	ENSG00000200545
ENSG00000290103	ENSG00000290103	-1.73991034060698	0.0412174462625431	IGT_vs_T2D	HSALNG0057022	anti_sense	Q50	hsa-miR-4505	Glucose homeostasis measurement; Disposition index measurement	CRHR2	RNU6-627P
ENSG00000234630	ENSG00000234630	-1.28543445726695	0.0363816338141624	IGT_vs_T2D	HSALNG0134317	integenic	Not conserved	hsa-miR-874-3p,hsa-miR-6775-3p	NA	VPREB1	ENSG00000201451
ENSG00000230226	ENSG00000230226	-1.9132966958997	0.0237671234313666	IGT_vs_T2D	HSALNG0131639	integenic	Q50	hsa-miR-4312,hsa-miR-4446-3p	Serum metabolite measurement,Creatinine measurement; Glomerular filtration rate	PPDPF	OR5L2
ENSG00000287678	ENSG00000287678	-1.36227990462745	0.0132178725257774	IGT_vs_T2D	HSALNG0149424	anti_sense,sense	Q90	hsa-miR-5088-3p	Leukocyte count,Mean corpuscular volume,-	OARD1	ENSG00000207086
ENSG00000264869	ENSG00000264869	-2.83555666163186	0.0444164635308835	IGT_vs_T2D	HSALNG0122196	integenic	Not conserved	NA	-	CCDC102B	ENSG00000207243
ENSG00000269397	ENSG00000269397	1.18672514496378	0.0402510380283641	IGT_vs_T2D	HSALNG0125071	sense	Not conserved	NA	NA	ZNF726	MIR640
ENSG00000275672	ENSG00000275672	-1.25536280437014	0.0298696799021463	IGT_vs_T2D	HSALNG0105638	anti_sense	Not conserved	hsa-miR-619-5p	Glomerular filtration rate	SPATA5L1	TRAJ30
ENSG00000261204	ENSG00000261204	-2.45651306718411	0.043298708555598	IGT_vs_T2D	HSALNG0122906	integenic	Not conserved	hsa-miR-92a-2-5p,hsa-miR-4469,hsa-miR-6852-5p	NA	POLRMT	ENSG00000213045
ENSG00000228812	LAMA5-AS1	-1.37981716350534	0.00804866872642281	IGT_vs_T2D	HSALNG0131516	anti_sense	Q75	hsa-miR-296-5p,hsa-miR-585-3p,hsa-miR-6775-3p,hsa-miR-6850-3p,hsa-miR-8077	Platelet component distribution width,-	RPS21	COL28A1
ENSG00000225028	ENSG00000225028	-2.77615755936314	0.0147814318984776	IGT_vs_T2D	HSALNG0003437	anti_sense	Q50	NA	-	FOXD2	MIR877
ENSG00000288729	ENSG00000288729	-2.16571856231878	0.0193666583440481	IGT_vs_T2D	HSALNG0088681	integenic	Q75	NA	-	PARP11	FAM240C
ENSG00000284716	ENSG00000284716	-1.13605740984869	0.0312718479990727	IGT_vs_T2D	HSALNG0142103	integenic	Not conserved	NA	NA	ERRFI1	RPL36P9
ENSG00000289418	ENSG00000289418	-1.26648314626145	0.0014751438631993	IGT_vs_T2D	NA	NA	NA	NA	NA	DYNC2I1	POTEJ
ENSG00000260173	ENSG00000260173	-2.24450103733554	0.0343408338064247	IGT_vs_T2D	HSALNG0107040	anti_sense	Q90	NA	NA	GRAMD2A	RN7SKP117
ENSG00000226965	ENSG00000226965	-1.58445757808722	0.00509658044958514	IGT_vs_T2D	HSALNG0060550	integenic	Not conserved	NA	NA	IMMP2L	RN7SKP229
ENSG00000286400	ENSG00000286400	-2.23451582393677	0.0066129016641145	IGT_vs_T2D	HSALNG0018604	integenic	Not conserved	hsa-miR-4784	NA	BIN1	RNU2-64P
ENSG00000238280	ENSG00000238280	-1.93622328390036	0.0362532558658303	IGT_vs_T2D	HSALNG0142791	integenic	Q50	NA	NA	EGR2	ENSG00000223390
ENSG00000269037	LINC01838	-1.99032556571546	0.0435764219694627	IGT_vs_T2D	HSALNG0125539	integenic	Not conserved	NA	NA	ZNF30	ENSG00000226500
ENSG00000226249	ENSG00000226249	-1.20975474373975	0.0158903133448839	IGT_vs_T2D	HSALNG0054177	integenic	Q50	NA	NA	ZC3H12D	AGKP1
ENSG00000236445	LINC00608	-1.77781022705133	0.0171330970115625	IGT_vs_T2D	HSALNG0022320	anti_sense	Q50	hsa-miR-6089	Response to vaccine,Macula measurement,-	CDK5R2	UBE2V1P5
ENSG00000205231	TTLL10-AS1	-1.25635077282197	0.0272379995481339	IGT_vs_T2D	HSALNG0142080	anti_sense	Not conserved	NA	Ovarian carcinoma,-	TNFRSF18	TP73-AS3
ENSG00000286633	ENSG00000286633	-1.21583016251625	0.0414099580420656	IGT_vs_T2D	HSALNG0048649	anti_sense	Q50	NA	NA	GMNN	RD3L
ENSG00000270174	ENSG00000270174	-2.25673421645683	1.81414291017761e-5	IGT_vs_T2D	HSALNG0047790	anti_sense	Not conserved	NA	NA	NRN1	ARL4AP3
ENSG00000263745	ENSG00000263745	1.58747878585061	0.0170719822426928	IGT_vs_T2D	HSALNG0119630	integenic	Not conserved	hsa-miR-6884-3p	NA	METTL4	ENSG00000228345
ENSG00000258793	ENSG00000258793	-1.74135695068905	0.0395184328462061	IGT_vs_T2D	HSALNG0103488	anti_sense	Not conserved	NA	NA	ATG2B	LYPLAL1-AS1
ENSG00000286657	ENSG00000286657	-1.29769794561277	0.00670485289056492	IGT_vs_T2D	HSALNG0045857	anti_sense	Q50	hsa-miR-4327,hsa-miR-6133,hsa-miR-6763-5p,hsa-miR-6887-3p	-	RBM22	FEM1AP1
ENSG00000287300	ENSG00000287300	1.10532253072776	0.0487817780645309	IGT_vs_T2D	HSALNG0051127	integenic	Q75	NA	-	COL9A1	HMGN1P33
ENSG00000235020	ENSG00000235020	-1.04024706364684	7.89394852061883e-5	IGT_vs_T2D	HSALNG0076491	anti_sense	Q90	hsa-miR-4734,hsa-miR-6089	Low density lipoprotein cholesterol measurement,Aspartate aminotransferase measurement,Aspartate aminotransferase to alanine aminotransferase ratio; Aspartate aminotransferase measurement,Mhpg measurement; Hva measurement,Body mass index,-	NSUN6	FTX
ENSG00000284240	LINC02801	-2.18606141231513	0.0324192819244731	IGT_vs_T2D	HSALNG0004954	integenic	Q90	hsa-miR-619-5p,hsa-miR-5587-3p,hsa-miR-6085	Eosinophil count,Loneliness measurement,Basophil count,Basophil percentage of granulocytes; Basophil count; Basophil percentage of leukocytes,Eosinophil count; Eosinophil percentage of granulocytes; Basophil count; Eosinophil percentage of leukocytes,Eosinophil count; Basophil count,Eosinophil count; Eosinophil percentage of leukocytes,Insomnia measurement,-	NA	SDAD1P2
ENSG00000264365	ENSG00000264365	-1.80135604080828	0.00423734955546281	IGT_vs_T2D	HSALNG0120505	anti_sense	Not conserved	NA	-	IMPACT	ENSG00000230751
ENSG00000236017	ASMTL-AS1	-1.04138558722482	0.0376454068653659	IGT_vs_T2D	HSALNG0151029	anti_sense	Not conserved	NA	NA	IL3RA	ENSG00000234446
ENSG00000272948	ENSG00000272948	-1.45656111795707	0.0202122965914082	IGT_vs_T2D	HSALNG0132991	anti_sense	Not conserved	hsa-miR-381-5p,hsa-miR-6760-5p	-	TTC3	SHISA8
ENSG00000230433	ENSG00000230433	-1.00667691131974	0.0198454825445493	IGT_vs_T2D	HSALNG0149056	anti_sense	Not conserved	NA	NA	IRF4	ENSG00000235020
ENSG00000256085	ENSG00000256085	-1.07741822003144	0.0031206354104516	IGT_vs_T2D	HSALNG0095081	sense	Not conserved	NA	NA	TMEM132D	ENSG00000235020
ENSG00000260798	ENSG00000260798	-1.21540307493778	0.0442920817424246	IGT_vs_T2D	HSALNG0112314	anti_sense	Q90	hsa-miR-6089,hsa-miR-7703	Parental longevity,-	DERPC	ENSG00000235020
ENSG00000288965	ENSG00000288965	-2.1789168497991	0.0102538274633465	IGT_vs_T2D	NA	NA	NA	NA	NA	CAMK4	MSC-AS1
ENSG00000267055	ENSG00000267055	-1.07725078855323	0.0117086579192366	IGT_vs_T2D	HSALNG0056471	anti_sense	Q50	NA	-	ITGB8	DNAJC9-AS1
ENSG00000264808	ENSG00000264808	1.35400123577994	0.0265649401850099	IGT_vs_T2D	HSALNG0115572	integenic	Not conserved	hsa-miR-4430	NA	NUFIP2	RPL30P6
ENSG00000255476	ENSG00000255476	-1.56577750427654	0.038114195573781	IGT_vs_T2D	HSALNG0082639	anti_sense	Q75	NA	Breast carcinoma,Hemoglobin measurement,Skin aging measurement,Bmi-adjusted waist-hip ratio,Adolescent idiopathic scoliosis,Calcium channel blocker use measurement,Neuroticism measurement,Lung adenocarcinoma,Pancreatic carcinoma,Pancreatic carcinoma; Overall survival,-	SWAP70	ENSG00000243303
ENSG00000284676	ENSG00000284676	1.19088625362882	0.0495196798270969	IGT_vs_T2D	HSALNG0002133	integenic	Q50	NA	Nystagmus,Cirrhosis of liver; Non-alcoholic fatty liver disease,-	PTPRU	RN7SL636P
ENSG00000236837	ENSG00000236837	-2.1291184190522	0.0147045897350267	IGT_vs_T2D	HSALNG0014892	integenic	Not conserved	NA	NA	ASB3	ENSG00000245869
ENSG00000235050	MLIP-AS1	-1.0669951933301	0.0132178725257774	IGT_vs_T2D	HSALNG0050711	intronic_antisense	Not conserved	hsa-miR-6089	NA	KLHL31	SLC7A11-AS1
ENSG00000257458	ENSG00000257458	-1.37646934217502	0.0182572709691952	IGT_vs_T2D	HSALNG0093408	anti_sense	Not conserved	hsa-miR-4686	Hip circumference,-	APAF1	ENSG00000250034
ENSG00000179066	ENSG00000179066	-1.6516491419564	0.00671189798479223	IGT_vs_T2D	HSALNG0125570	sense	Not conserved	NA	Serum albumin measurement,-	NA	ENSG00000250213
ENSG00000286050	ENSG00000286050	-1.36083082306524	0.028159303258954	IGT_vs_T2D	HSALNG0140980	integenic	Q50	NA	NA	TGIF2LY	SEC63P2
ENSG00000287456	ENSG00000287456	-1.3455736829209901	0.0294935562372674	IGT_vs_T2D	HSALNG0096948	anti_sense	Not conserved	NA	-	NUDT15	ENSG00000250727
ENSG00000278464	ENSG00000278464	-1.13091618012202	0.0498546840039395	IGT_vs_T2D	HSALNG0120842	anti_sense	Q90	hsa-miR-4271,hsa-miR-4463,hsa-miR-6089,hsa-miR-6132,hsa-miR-6763-5p	-	ZSCAN30	ENSG00000251034
ENSG00000286648	ENSG00000286648	-1.07313065561239	0.00537397994042065	IGT_vs_T2D	HSALNG0150380	anti_sense	Q50	NA	Malaria	PURG	LINC02615
ENSG00000251416	ENSG00000251416	1.12499168602404	0.00804866872642281	IGT_vs_T2D	HSALNG0038756	integenic	Q75	hsa-miR-3918,hsa-miR-1268b,hsa-miR-4722-5p,hsa-miR-6089	Cognitive function measurement,Posterior cortical atrophy,Triacylglycerol 46:0 measurement,Huntington disease; Disease progression measurement,-	AGA	LINC01099
ENSG00000286836	ENSG00000286836	1.90786270850047	0.042765973959982	IGT_vs_T2D	HSALNG0022058	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-3187-5p,hsa-miR-6089	Sugar consumption measurement,Airway imaging measurement,-	ABCA12	ENSG00000252011
ENSG00000261646	ENSG00000261646	-1.56239189181887	0.0312718479990727	IGT_vs_T2D	HSALNG0038603	integenic	Q75	NA	NA	HAND2	ENSG00000252778
ENSG00000258115	ENSG00000258115	-2.23898432374621	0.0147045897350267	IGT_vs_T2D	HSALNG0092377	anti_sense	Q75	NA	NA	ZFC3H1	ENSG00000253361
ENSG00000232604	ENSG00000232604	-1.69031813679584	0.0420108117222526	IGT_vs_T2D	HSALNG0014902	integenic	Not conserved	hsa-miR-7843-5p,hsa-miR-7843-3p	NA	CHAC2	RPSAP74
ENSG00000225292	LINC02935	-1.26458937350341	0.0396158335417936	IGT_vs_T2D	HSALNG0080714	integenic	Q75	NA	Protein measurement,Cortical surface area measurement,Erythrocyte count,Neuroimaging measurement; Brain measurement,-	TCF7L2	ENSG00000254040
ENSG00000267890	ENSG00000267890	-1.35196874413884	0.0143439088359428	IGT_vs_T2D	HSALNG0127076	integenic	Not conserved	NA	Antipsychotic drug use measurement,-	ZNF473	ENSG00000254092
ENSG00000287892	ENSG00000287892	-2.47438923114921	0.0307673349124974	IGT_vs_T2D	HSALNG0108610	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-6803-5p	Central corneal thickness,Body height,-	CHSY1	ENSG00000254551
ENSG00000171889	MIR31HG	-1.67533840593595	0.0441863506517984	IGT_vs_T2D	HSALNG0070362	anti_sense,sense	Q50	hsa-miR-4483,hsa-miR-6089,hsa-miR-7151-5p	Aging,High density lipoprotein cholesterol measurement,Coagulation factor v measurement,Susceptibility to shingles measurement,Thyroid preparation use measurement,Hypothyroidism,Autoimmune disease; Hypothyroidism; Thyroid preparation use measurement,Amblyopia,Macula measurement,Autoimmune thyroid disease,-	IFNE	ENSG00000255480
ENSG00000271848	SYNPO2L-AS1	-2.17310434824435	0.0190663136674834	IGT_vs_T2D	HSALNG0078853	anti_sense	Q90	hsa-miR-4436a	Atrial fibrillation,Pr interval,Heart failure,Atrial fibrillation; Systolic blood pressure,Electrocardiography,Serum gamma-glutamyl transferase measurement,Systolic blood pressure,-	SEC24C	ENSG00000256465
ENSG00000262585	LINC01979	-2.77300155958082	0.01230117700272	IGT_vs_T2D	HSALNG0119146	integenic	Not conserved	hsa-miR-23a-5p,hsa-miR-4492,hsa-miR-6813-5p	Leukocyte count,Myeloid white cell count,Virologic response measurement; Response to efavirenz,-	TBC1D16	ENSG00000256609
ENSG00000284616	ENSG00000284616	-2.71817370005003	0.0471566743289096	IGT_vs_T2D	HSALNG0000439	integenic	Q50	NA	NA	NPHP4	ENSG00000256982
ENSG00000253852	ENSG00000253852	-1.29321550567072	0.0382062086948829	IGT_vs_T2D	HSALNG0045857	anti_sense	Q50	hsa-miR-4327,hsa-miR-6133,hsa-miR-6763-5p,hsa-miR-6887-3p	-	RBM22	ENSG00000257558
ENSG00000177993	ZNRF3-AS1	-1.33046171014648	0.02664744287596	IGT_vs_T2D	HSALNG0134798	intronic_antisense	Q75	NA	NA	C22orf31	ENSG00000257604
ENSG00000249196	TMEM132D-AS1	-1.5542667785289	0.0410886153011518	IGT_vs_T2D	HSALNG0095075	anti_sense	Not conserved	hsa-miR-4299,hsa-miR-4656,hsa-miR-4747-5p,hsa-miR-6788-5p,hsa-miR-7150	NA	GLT1D1	ENSG00000258231
ENSG00000230725	ENSG00000230725	-3.72670770152175	0.034273654975805	IGT_vs_T2D	HSALNG0129369	integenic	Q75	NA	-	VSX1	ENSG00000258509
