Ensembl Gene ID	Gene Symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000286942	ENSG00000286942	-3.22355917032945	0.0291939314138508	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0146743	integenic	Not conserved	NA	NA	NMUR1	NMUR1
ENSG00000175147	TMEM51-AS1	-3.163137794495	0.026599873528134	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0001056	anti_sense	Q50	hsa-miR-25-5p,hsa-miR-1203,hsa-miR-4492,hsa-miR-2467-3p	-	CASP9	TMEM51
ENSG00000283213	ENSG00000283213	-5.44210101246166	0.00841866542451466	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0110217	anti_sense	Q90	NA	-	USP31	UTF1
ENSG00000272941	ENSG00000272941	1.60982365536304	4.356980541465e-4	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0061535	anti_sense	Q50	NA	-	TMEM140	RNF213
ENSG00000253891	ENSG00000253891	2.47608664514805	0.0173051857929693	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0064035	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-1249-5p,hsa-miR-4447,hsa-miR-4463,hsa-miR-4505,hsa-miR-7106-5p	Bmi-adjusted waist circumference; Body height; Bmi-adjusted hip circumference,Bmi-adjusted waist circumference,Body height,Ankylosing spondylitis,Cleft palate,Necrotizing enterocolitis,Hair colour measurement,Susceptibility to scarlet fever measurement,White matter integrity,Corneal endothelial cell measurement,Idiopathic dilated cardiomyopathy,Mathematical ability,Age at onset,Nicotine withdrawal symptom count,Pallidum volume,Myopia,Brain volume measurement,Seasonality measurement,Interleukin-6 measurement,Forced expiratory volume; Fev/fec ratio; Response to bronchodilator,Fev/fec ratio; Response to bronchodilator,Myocarditis; Response to clozapine,Cingulate cortex measurement; Amyloid-beta measurement,Brain volume measurement; Neuroimaging measurement,-	STC1	SLC26A9
ENSG00000272953	ENSG00000272953	-4.23219811034767	0.00910878428074876	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0055874	anti_sense	Q50	hsa-miR-326,hsa-miR-762,hsa-miR-3195,hsa-miR-4505,hsa-miR-4632-3p,hsa-miR-5787,hsa-miR-6803-5p	Pcsk9 protein measurement,-	SLC29A4	LEP
ENSG00000197536	IRF1-AS1	1.14697403723683	0.00363565923243991	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0044848	anti_sense,sense	Q50	hsa-miR-33b-5p,hsa-miR-4257,hsa-miR-4463,hsa-miR-6748-3p,hsa-miR-6803-5p	Fibrinogen measurement,Chronic obstructive pulmonary disease,Metabolite measurement,Apolipoprotein b measurement,Glycine measurement,Red blood cell distribution width,Neutrophil percentage of leukocytes,Ulcerative colitis; Diastolic blood pressure; Inflammatory bowel disease; Crohn's disease,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Adult onset asthma; Sclerosing cholangitis,Fibrinogen measurement; Sex hormone-binding globulin measurement,Urinary albumin to creatinine ratio,Diastolic blood pressure; Crohn's disease,Atopic asthma,Eosinophil count; Eosinophil percentage of leukocytes,Mean corpuscular hemoglobin,Nasal cavity polyp; Perceived unattractiveness to mosquitos measurement; Adult onset asthma,Serum metabolite measurement; Low density lipoprotein cholesterol measurement; Crohn's disease; Eczema; Systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis; Rheumatoid arthritis; Aspartate aminotransferase measurement,Respiratory system disease; Adult onset asthma,Carotid plaque build,Low density lipoprotein cholesterol measurement,Chronic obstructive pulmonary disease; Smoking status measurement,Neutrophil count,Fibrinogen measurement; Lymphocyte count,Polycystic ovary syndrome,Fibrinogen measurement; Sex hormone-binding globulin measurement; Balding measurement,Neutrophil percentage of granulocytes; Eosinophil percentage of granulocytes; Mosquito bite reaction itch intensity measurement; Basophil count; Mosquito bite reaction size measurement; Eosinophil percentage of leukocytes; Eosinophil count,Mitochondrial dna measurement,Estrogen-receptor positive breast cancer; Breast carcinoma,Inhalant adrenergic use measurement,Cardiovascular disease,Eosinophil count,Diastolic blood pressure,Lymphocyte percentage of leukocytes,Total cholesterol measurement; Low density lipoprotein cholesterol measurement,Platelet count,Platelet crit,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Eczema; Allergic rhinitis,Fev/fec ratio,Autoimmune thyroid disease; Psoriasis; Common variable immunodeficiency; Mosquito bite reaction itch intensity measurement; Ulcerative colitis; Ankylosing spondylitis; Basophil count; Systemic lupus erythematosus; Crohn's disease; Mosquito bite reaction size measurement; Celiac disease; Autoimmune disease; Juvenile idiopathic arthritis,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Leukocyte count; Crohn's disease; Eosinophil percentage of leukocytes; Eosinophil count; Sclerosing cholangitis; Aspartate aminotransferase measurement,Hemoglobin a1 measurement,Reticulocyte count; Reticulocyte measurement,-	NA	VCPIP1
ENSG00000224614	TNK2-AS1	1.81479162323765	0.0224644552059416	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0031857	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-4505,hsa-miR-5787,hsa-miR-6089	Blood urea nitrogen measurement; Creatinine measurement	MUC20	IRF7
ENSG00000273076	ENSG00000273076	2.84330185443259	3.8470989756016e-4	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0135443	anti_sense	Not conserved	hsa-miR-6779-5p	NA	GTPBP1	C2orf66
ENSG00000256262	USP30-AS1	1.30445297467901	0.0309818934320559	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0093872	anti_sense	Not conserved	hsa-miR-4467,hsa-miR-3960	Platelet-to-lymphocyte ratio; Platelet count; Platelet crit,-	SVOP	KPNA5
ENSG00000272666	KLHDC7B-DT	1.73740578993835	0.0325700223212725	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0136305	integenic	Q50	hsa-miR-5589-5p	Erythrocyte count,Monocyte count	SYCE3	SLC9A8
ENSG00000249667	LINC01259	-2.3876162972786	0.0120235468593106	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0033879	integenic	Q50	NA	-	KLF3	RNU6-878P
ENSG00000289977	ENSG00000289977	-7.58455349381067	5.73827059883833e-5	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0114255	integenic	Not conserved	NA	NA	ACADVL	RPL7AP64
ENSG00000234717	TMEM212-AS1	4.61741486946574	0.00282227505980054	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0030700	anti_sense	Q50	hsa-miR-5004-3p,hsa-miR-6089	Sex hormone-binding globulin measurement,Body mass index,Colorectal cancer,Corneal resistance factor,White matter hyperintensity measurement; Hypertension,-	PLD1	NUP133-DT
ENSG00000287188	ENSG00000287188	2.31398015296395	0.00146588126253961	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0038414	anti_sense	Q50	NA	-	DDX60	TNK2-AS1
ENSG00000285630	ENSG00000285630	6.06827174400998	1.4790913848331e-4	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0077044	integenic	Not conserved	NA	NA	MAP3K8	ENSG00000224789
ENSG00000230149	ENSG00000230149	2.42028381059537	5.73827059883833e-5	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0135439	anti_sense,sense	Q90	hsa-miR-1227-5p,hsa-miR-500b-3p	White matter microstructure measurement,-	GTPBP1	ENSG00000225450
ENSG00000272669	ENSG00000272669	2.42418358780949	2.42079926045245e-5	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0135442	anti_sense	Not conserved	hsa-miR-210-5p,hsa-miR-6763-3p	NA	GTPBP1	ENSG00000225450
ENSG00000267365	KCNJ2-AS1	2.98146063489875	0.00801278937359716	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0118455	anti_sense	Q50	NA	Body weight,-	ABCA5	LINC02541
ENSG00000278330	ENSG00000278330	-4.04642441920416	0.00517233802170036	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0122607	anti_sense	Not conserved	NA	-	GALR1	FTLP2
ENSG00000122043	LINC00544	-2.09816079091427	0.0294059322373661	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0096079	integenic	Not conserved	hsa-miR-4478	-	MTUS2	LINC01114
ENSG00000267296	CEBPA-DT	-3.24169699377857	0.0475978423009156	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0125425	integenic	Q50	hsa-miR-1303,hsa-miR-6764-5p	Bmi-adjusted waist circumference,Reticulocyte count; Reticulocyte measurement,-	CEBPG	CEBPA
ENSG00000266976	ENSG00000266976	3.46617833588438	0.0161109376615603	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0145715	integenic	Not conserved	NA	NA	VSTM2B	ENSG00000253477
ENSG00000267074	ENSG00000267074	1.55177041142758	5.7405932793461e-4	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0115953	sense	Not conserved	NA	Macrophage inflammatory protein 1b measurement	SLFN12L	TOMM20P2
ENSG00000288046	ENSG00000288046	-3.63576989993377	0.0462245425259389	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0047831	integenic	Q75	hsa-miR-151a-5p,hsa-miR-151b,hsa-miR-4710	Serum alanine aminotransferase measurement,Reticulocyte count; Reticulocyte measurement,Bmi-adjusted hip circumference,Mean reticulocyte volume; Mean corpuscular volume; Erythrocyte count,Mean corpuscular volume,Monocyte count,Pelvic organ prolapse,Bmi-adjusted waist-hip ratio; Bmi-adjusted hip circumference; Urate measurement,-	LY86	ENSG00000258810
ENSG00000262160	ENSG00000262160	3.23491231244131	0.00208428245096464	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0112264	anti_sense,sense	Q90	NA	-	ESRP2	ENSG00000259631
ENSG00000230438	SERPINB9P1	1.59334491389425	0.00984676124366832	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0047525	integenic	Not conserved	NA	NA	SERPINB9	MIR4645
ENSG00000288737	ENSG00000288737	4.674456950088	0.0229525877977568	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0148774	integenic	Not conserved	NA	NA	ERGIC1	TCF4-AS1
ENSG00000289925	ENSG00000289925	4.58636221076973	0.0346523188988619	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0052906	integenic	Q50	NA	Gut microbiome measurement,Monocyte count,Alpha ketoglutarate measurement,Body mass index,Pr interval,-	MARCKS	ENSG00000269667
ENSG00000223387	LINC02068	3.65264865413428	0.0152687417546443	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0030744	integenic	Q75	hsa-miR-619-5p,hsa-miR-7150	Breast carcinoma,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Hemoglobin measurement; Platelet crit; Monocyte percentage of leukocytes; Protein measurement; Tnf-related apoptosis-inducing ligand measurement; Serum gamma-glutamyl transferase measurement; Aspartate aminotransferase to alanine aminotransferase ratio; Platelet count; Triglyceride measurement; Hematocrit; Mean corpuscular volume; Aspartate aminotransferase measurement,Serum gamma-glutamyl transferase measurement,Sex hormone-binding globulin measurement; Serum albumin measurement,Sex hormone-binding globulin measurement; Renal cell carcinoma	NCEH1	ENSG00000270354
ENSG00000237576	LINC01888	2.57278194838721	0.0202713156034999	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0015714	integenic	Not conserved	NA	Rr interval	ARHGAP25	ENSG00000272563
ENSG00000225450	ENSG00000225450	2.54430696546295	1.2982097078648e-4	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0135443	anti_sense	Not conserved	hsa-miR-6779-5p	NA	GTPBP1	ENSG00000272669
ENSG00000246375	PPM1K-DT	2.30949279327598	0.0037097389456224	Diabetic_LPS_vs_Diabetic_Unstimulated	HSALNG0035747	anti_sense	Q50	hsa-miR-6089	Urate measurement,Serum metabolite measurement,Metabolite measurement; Blood metabolite measurement; Coronary artery calcification; Amino acid measurement,Bipolar disorder,Serum metabolite measurement; Amino acid measurement,Gout; Urate measurement,Blood metabolite measurement; Breast carcinoma,Gout,Protein measurement; Blood metabolite measurement; Amino acid measurement,-	HERC6	ENSG00000274235
